"","Player","Team","Position","Game.ID","Date","Home","Away","G","A1","A2","PTS","PrPTS","GS","SOG","eGF","eGA","GF.","PPG","PPA1","PPA2","SHG","SHA1","SHA2","FOW","FOL","PIM","Blk","TO","SV","GA","Season"
"1530","Emily Janiga","BUF","F","14689622","2017-02-26","BUF","CTW",1,0,0,1,1,0.74,2,1,2,0.33,0,0,0,0,0,0,12,16,0,0,1,0,0,2016
"1531","Emily Pfalzer","BUF","D","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0.44,4,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2016
"1532","Haley Skarupa","CTW","F","14689622","2017-02-26","BUF","CTW",1,0,0,1,1,1.55,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1533","Harrison Browne","BUF","F","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0.16,3,1,1,0.5,0,0,0,0,0,0,0,0,2,1,0,0,0,2016
"1534","Jacquie Greco","BUF","D","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1535","Jordyn Burns","BUF","D","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0.12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
"1536","Juana Baribeau","CTW","F","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2016
"1537","Kaliya Johnson","CTW","D","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1538","Kelley Steadman","BUF","F","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0.56,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2016
"1539","Kelli Stack","CTW","F","14689622","2017-02-26","BUF","CTW",1,0,0,1,1,2.87,5,2,0,1,0,0,0,0,0,0,17,6,0,0,0,0,0,2016
"1540","Kelly Babstock","CTW","F","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,-0.14,4,0,0,NA,0,0,0,0,0,0,5,7,4,0,0,0,0,2016
"1541","Kourtney Kunichika","BUF","F","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,-0.37,1,0,2,0,0,0,0,0,0,0,8,12,0,1,3,0,0,2016
"1542","Megan Bozek","BUF","D","14689622","2017-02-26","BUF","CTW",1,1,0,2,2,1.75,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2016
"1543","Meghan   Huertas","CTW","F","14689622","2017-02-26","BUF","CTW",0,1,1,2,1,1.28,0,1,1,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
"1544","Micaela Long","CTW","F","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1545","Morgan Beikirich","BUF","F","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0.12,0,0,0,NA,0,0,0,0,0,0,3,2,0,0,0,0,0,2016
"1546","Nicole Connery","CTW","F","14689622","2017-02-26","BUF","CTW",1,0,0,1,1,1.1,2,1,1,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,2016
"1547","Nicole Kosta","CTW","F","14689622","2017-02-26","BUF","CTW",1,0,0,1,1,0.96,4,0,0,NA,1,0,0,0,0,0,5,9,0,1,0,0,0,2016
"1548","Paige Harrington","BUF","D","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1549","Sam Faber","CTW","F","14689622","2017-02-26","BUF","CTW",0,1,0,1,1,0.64,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
"1550","Sarah Casorso","BUF","D","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0.22,2,1,2,0.33,0,0,0,0,0,0,0,0,0,3,1,0,0,2016
"1551","Shannon Doyle","CTW","D","14689622","2017-02-26","BUF","CTW",0,2,0,2,2,1.5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
"1552","Shenae Lundberg","CTW","G","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,1.22,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,23,2,2016
"1553","Shiann Darkangelo","BUF","F","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,-0.03,3,0,1,0,0,0,0,0,0,0,5,8,0,0,1,0,0,2016
"1554","Zoe Hickel","CTW","F","14689622","2017-02-26","BUF","CTW",0,0,0,0,0,0.55,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1555","Alex Carpenter","BOS","F","14689624","2017-03-04","BOS","MET",0,0,1,1,0,1.12,0,1,1,0.5,0,0,0,0,0,0,5,1,0,0,2,0,0,2016
"1556","Alexa Gruschow","MET","F","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0.06,1,0,1,0,0,0,0,0,0,0,9,8,2,2,0,0,0,2016
"1557","Alexandra Bender","BOS","D","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1558","Alyssa Gagliardi","BOS","D","14689624","2017-03-04","BOS","MET",0,1,0,1,1,0.64,0,1,1,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
"1559","Amanda Kessel","MET","F","14689624","2017-03-04","BOS","MET",2,0,0,2,2,1.99,3,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,2016
"1560","Amanda Pelkey","BOS","F","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1561","Blake Bolden","BOS","D","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0.44,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1562","Bray Ketchum","MET","F","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1563","Brianna Decker","BOS","F","14689624","2017-03-04","BOS","MET",1,1,2,4,2,3.01,3,2,0,1,1,0,0,0,0,0,11,13,0,0,0,0,0,2016
"1564","Brittany Ott","BOS","G","14689624","2017-03-04","BOS","MET",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,19,3,2016
"1565","Courtney Burke","MET","D","14689624","2017-03-04","BOS","MET",0,1,0,1,1,0.86,2,1,1,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,2016
"1566","Emily Field","BOS","F","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1567","Gigi Marvin","BOS","D","14689624","2017-03-04","BOS","MET",0,1,1,2,1,1.44,3,2,0,1,0,0,1,0,0,0,0,0,2,0,2,0,0,2016
"1568","Hilary Knight","BOS","F","14689624","2017-03-04","BOS","MET",2,0,0,2,2,2.44,4,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2016
"1569","Janine Weber","MET","F","14689624","2017-03-04","BOS","MET",0,1,1,2,1,1.7,1,1,0,1,0,0,1,0,0,0,13,9,2,1,0,0,0,2016
"1570","Jillian Dempsey","BOS","F","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0.24,0,0,0,NA,0,0,0,0,0,0,4,2,0,0,0,0,0,2016
"1571","Kacey Bellamy","BOS","D","14689624","2017-03-04","BOS","MET",0,1,0,1,1,0.24,1,0,0,NA,0,1,0,0,0,0,0,0,6,1,0,0,0,2016
"1572","Kaleigh Fratkin","MET","D","14689624","2017-03-04","BOS","MET",0,0,0,0,0,-0.29,0,0,0,NA,0,0,0,0,0,0,0,1,2,1,0,0,0,2016
"1573","Katie  Fitzgerald","MET","G","14689624","2017-03-04","BOS","MET",0,0,0,0,0,-1.76,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,16,4,2016
"1574","Kiira Dosdall","MET","D","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,2016
"1575","Lauren Wash","MET","F","14689624","2017-03-04","BOS","MET",0,1,0,1,1,0.75,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1576","Meghan Duggan","BOS","F","14689624","2017-03-04","BOS","MET",1,0,0,1,1,1.21,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2016
"1577","Michelle Picard","MET","D","14689624","2017-03-04","BOS","MET",0,0,1,1,0,0.75,1,1,1,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0,2016
"1578","Milica McMillen","MET","D","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1579","Miye D'Oench","MET","F","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0.78,6,1,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,2016
"1580","Rachel Llanes","BOS","F","14689624","2017-03-04","BOS","MET",0,0,0,0,0,-0.24,0,0,0,NA,0,0,0,0,0,0,5,7,0,0,0,0,0,2016
"1581","Rebecca Russo","MET","F","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0.44,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1582","Sojung Shin","MET","G","14689624","2017-03-04","BOS","MET",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1583","Tatiana Rafter","MET","F","14689624","2017-03-04","BOS","MET",1,0,0,1,1,0.51,1,0,0,NA,0,0,0,0,0,0,1,6,0,0,0,0,0,2016
"1584","Alex Carpenter","BOS","F","14689629","2017-03-05","BOS","BUF",1,2,1,4,3,3.38,2,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2016
"1585","Alexandra Bender","BOS","D","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.22,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1586","Alyssa Gagliardi","BOS","D","14689629","2017-03-05","BOS","BUF",0,1,0,1,1,0.47,0,3,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,2016
"1587","Amanda Leveille","BUF","G","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,-2.06,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,21,5,2016
"1588","Amanda Pelkey","BOS","F","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.33,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1589","Ashley Vesci","BUF","F","14689629","2017-03-05","BOS","BUF",0,1,0,1,1,0.75,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1590","Blake Bolden","BOS","D","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,-0.12,2,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2016
"1591","Brianna Decker","BOS","F","14689629","2017-03-05","BOS","BUF",2,2,1,5,4,4.16,7,5,0,1,0,0,0,0,0,0,9,12,2,0,0,0,0,2016
"1592","Brianne McLaughlin","BUF","G","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,-0.46,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,11,2,2016
"1593","Corinne Buie","BUF","F","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.33,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
"1594","Devon Skeats","BUF","F","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.27,4,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"1595","Emily Janiga","BUF","F","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.58,2,0,1,0,0,0,0,0,0,0,13,10,0,1,0,0,0,2016
"1596","Emily Pfalzer","BUF","D","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.11,1,1,2,0.33,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1597","Gigi Marvin","BOS","D","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
"1598","Harrison Browne","BUF","F","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.33,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1599","Hilary Knight","BOS","F","14689629","2017-03-05","BOS","BUF",1,0,2,3,1,3.27,9,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1600","Jacquie Greco","BUF","D","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2016
"1601","Jillian Dempsey","BOS","F","14689629","2017-03-05","BOS","BUF",1,0,1,2,1,1.63,1,1,1,0.5,0,0,0,0,0,0,8,9,0,1,0,0,0,2016
"1602","Jordyn Burns","BUF","D","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1603","Kacey Bellamy","BOS","D","14689629","2017-03-05","BOS","BUF",2,0,1,3,2,3.3,6,3,1,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1604","Kourtney Kunichika","BUF","F","14689629","2017-03-05","BOS","BUF",1,0,0,1,1,0.87,1,1,3,0.25,0,0,0,0,0,0,12,14,0,1,0,0,0,2016
"1605","Lauren Slebodnick","BOS","G","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,2.36,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,24,1,2016
"1606","Marissa Gedman","BOS","D","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.22,2,2,1,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1607","Megan Bozek","BUF","D","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.55,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1608","Meghan Duggan","BOS","F","14689629","2017-03-05","BOS","BUF",0,1,0,1,1,0.98,2,1,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
"1609","Paige Harrington","BUF","D","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0,0,1,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1610","Rachel Llanes","BOS","F","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.34,2,0,0,NA,0,0,0,0,0,0,6,5,0,0,0,0,0,2016
"1611","Sarah Casorso","BUF","D","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.33,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1612","Shiann Darkangelo","BUF","F","14689629","2017-03-05","BOS","BUF",0,0,0,0,0,0.1,2,1,3,0.25,0,0,0,0,0,0,1,2,0,0,0,0,0,2016
"1613","Alex Carpenter","BOS","F","14689652","2017-03-12","MET","BOS",0,0,1,1,0,1.2,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2016
"1614","Alexa Gruschow","MET","F","14689652","2017-03-12","MET","BOS",0,0,1,1,0,0.39,1,1,1,0.5,0,0,0,0,0,0,11,14,0,4,0,0,0,2016
"1615","Alexandra Bender","BOS","D","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0.11,1,1,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1616","Alyssa Gagliardi","BOS","D","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,2016
"1617","Amanda Kessel","MET","F","14689652","2017-03-12","MET","BOS",0,1,0,1,1,0.64,0,1,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
"1618","Amanda Pelkey","BOS","F","14689652","2017-03-12","MET","BOS",0,0,1,1,0,0.69,2,1,1,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"1619","Ashley Johnston","MET","D","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2016
"1620","Blake Bolden","BOS","D","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0.44,4,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1621","Brianna Decker","BOS","F","14689652","2017-03-12","MET","BOS",1,0,0,1,1,2.72,8,0,1,0,1,0,0,0,0,0,16,9,0,2,1,0,0,2016
"1622","Brittany Ott","BOS","G","14689652","2017-03-12","MET","BOS",0,0,0,0,0,-0.62,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,2,17,3,2016
"1623","Courtney Burke","MET","D","14689652","2017-03-12","MET","BOS",0,0,1,1,0,0.75,1,0,0,NA,0,0,1,0,0,0,0,0,0,2,0,0,0,2016
"1624","Gigi Marvin","BOS","D","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1625","Hilary Knight","BOS","F","14689652","2017-03-12","MET","BOS",0,1,0,1,1,1.41,7,0,0,NA,0,1,0,0,0,0,0,0,0,4,0,0,0,2016
"1626","Janine Weber","MET","F","14689652","2017-03-12","MET","BOS",1,0,0,1,1,0.87,1,1,0,1,0,0,0,0,0,0,7,9,0,1,0,0,0,2016
"1627","Jillian Dempsey","BOS","F","14689652","2017-03-12","MET","BOS",0,1,0,1,1,1.21,3,1,1,0.5,0,0,0,0,0,0,12,10,0,1,0,0,0,2016
"1628","Kacey Bellamy","BOS","D","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0.55,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1629","Kaleigh Fratkin","MET","D","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,3,0,0,0,2016
"1630","Kathryn Tomaselli","BOS","F","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1631","Katie  Fitzgerald","MET","G","14689652","2017-03-12","MET","BOS",0,0,0,0,0,4.16,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,44,2,2016
"1632","Kiira Dosdall","MET","D","14689652","2017-03-12","MET","BOS",0,0,0,0,0,-0.17,0,1,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,2016
"1633","Madison Packer","MET","F","14689652","2017-03-12","MET","BOS",1,0,0,1,1,0.7,1,1,1,0.5,1,0,0,0,0,0,1,3,2,0,1,0,0,2016
"1634","Mary Parker","BOS","F","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,2,0,0,2016
"1635","Meghan Duggan","BOS","F","14689652","2017-03-12","MET","BOS",1,0,0,1,1,1.26,5,1,1,0.5,0,0,0,0,0,0,0,1,2,1,1,0,0,2016
"1636","Michaela Levine","BOS","F","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1637","Michelle Picard","MET","D","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1638","Milica McMillen","MET","D","14689652","2017-03-12","MET","BOS",1,0,0,1,1,1.49,6,1,1,0.5,0,0,0,0,0,0,0,0,2,2,0,0,0,2016
"1639","Miye D'Oench","MET","F","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0.17,2,1,0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,2016
"1640","Rachel Llanes","BOS","F","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,4,4,0,2,0,0,0,2016
"1641","Rebecca Russo","MET","F","14689652","2017-03-12","MET","BOS",0,1,0,1,1,0.86,2,1,1,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1642","Tatiana Rafter","MET","F","14689652","2017-03-12","MET","BOS",0,0,0,0,0,0.08,4,0,0,NA,0,0,0,0,0,0,3,6,0,0,0,0,0,2016
"1643","Alexa Gruschow","MET","F","14690502","2016-11-13","BUF","MET",0,0,1,1,0,0.16,0,1,1,0.5,0,0,0,0,0,0,11,15,0,0,0,0,0,2016
"1644","Amanda Leveille","BUF","G","14690502","2016-11-13","BUF","MET",0,0,0,0,0,0.08,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,22,3,2016
"1645","Anne Schleper","BUF","D","14690502","2016-11-13","BUF","MET",0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,2,0,0,2016
"1646","Ashley Johnston","MET","D","14690502","2016-11-13","BUF","MET",0,0,0,0,0,-0.06,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"1647","Bray Ketchum","MET","F","14690502","2016-11-13","BUF","MET",0,0,0,0,0,0.44,4,0,0,NA,0,0,0,0,0,0,1,1,0,0,1,0,0,2016
"1648","Corinne Buie","BUF","F","14690502","2016-11-13","BUF","MET",2,0,0,2,2,2.8,4,0,1,0,2,0,0,0,0,0,4,1,0,2,0,0,0,2016
"1649","Devon Skeats","BUF","F","14690502","2016-11-13","BUF","MET",0,0,0,0,0,0.05,2,0,0,NA,0,0,0,0,0,0,0,0,2,1,1,0,0,2016
"1650","Emily Janiga","BUF","F","14690502","2016-11-13","BUF","MET",0,0,0,0,0,0.94,2,0,1,0,0,0,0,0,0,0,12,6,0,2,0,0,0,2016
"1651","Emily Pfalzer","BUF","D","14690502","2016-11-13","BUF","MET",0,0,1,1,0,0.86,2,1,1,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
"1652","Harrison Browne","BUF","F","14690502","2016-11-13","BUF","MET",0,0,0,0,0,0.54,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016
"1653","Janine Weber","MET","F","14690502","2016-11-13","BUF","MET",1,1,0,2,2,1.38,2,1,0,1,0,1,0,1,0,0,8,12,0,1,0,0,0,2016
"1654","Kaleigh Fratkin","MET","D","14690502","2016-11-13","BUF","MET",0,0,1,1,0,0.64,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2016
"1655","Katie  Fitzgerald","MET","G","14690502","2016-11-13","BUF","MET",0,0,0,0,0,0.9,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,35,4,2016
"1656","Kayla Parsons","BUF","D","14690502","2016-11-13","BUF","MET",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
"1657","Kelley Steadman","BUF","F","14690502","2016-11-13","BUF","MET",0,2,1,3,2,2.65,6,1,0,1,0,1,1,0,0,0,2,0,2,1,0,0,0,2016
"1658","Kiira Dosdall","MET","D","14690502","2016-11-13","BUF","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1659","Kourtney Kunichika","BUF","F","14690502","2016-11-13","BUF","MET",0,1,1,2,1,1.64,0,0,1,0,0,1,1,0,0,0,13,10,0,1,2,0,0,2016
"1660","Kristina Lavoie","BUF","D","14690502","2016-11-13","BUF","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"1661","Lisa Chesson","BUF","D","14690502","2016-11-13","BUF","MET",0,0,0,0,0,0.44,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1662","Madison Packer","MET","F","14690502","2016-11-13","BUF","MET",1,0,0,1,1,1.32,6,1,1,0.5,0,0,0,0,0,0,0,0,4,0,0,0,0,2016
"1663","Megan Bozek","BUF","D","14690502","2016-11-13","BUF","MET",1,1,0,2,2,2.29,7,1,2,0.33,1,1,0,0,0,0,0,1,0,2,0,0,0,2016
"1664","Michelle Picard","MET","D","14690502","2016-11-13","BUF","MET",0,0,1,1,0,0.86,2,1,1,0.5,0,0,0,0,0,1,0,0,0,2,0,0,0,2016
"1665","Milica McMillen","MET","D","14690502","2016-11-13","BUF","MET",1,0,0,1,1,0.94,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,2016
"1666","Miye D'Oench","MET","F","14690502","2016-11-13","BUF","MET",0,1,0,1,1,0.75,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2016
"1667","Morgan Fritz-Ward","MET","F","14690502","2016-11-13","BUF","MET",0,0,0,0,0,-0.13,1,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,0,2016
"1668","Rebecca Morse","MET","D","14690502","2016-11-13","BUF","MET",0,0,0,0,0,-0.06,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2016
"1669","Rebecca Russo","MET","F","14690502","2016-11-13","BUF","MET",0,1,0,1,1,0.97,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
"1670","Shiann Darkangelo","BUF","F","14690502","2016-11-13","BUF","MET",1,0,0,1,1,1.51,4,1,0,1,0,0,0,0,0,0,5,3,2,1,0,0,0,2016
"1671","Tatiana Rafter","MET","F","14690502","2016-11-13","BUF","MET",0,0,0,0,0,-0.37,1,0,0,NA,0,0,0,0,0,0,2,6,0,0,0,0,0,2016
"1672","Taylor Holze","MET","F","14690502","2016-11-13","BUF","MET",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1673","Alex Carpenter","BOS","F","15083513","2016-10-07","BUF","BOS",1,1,0,2,2,1.86,2,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2016
"1674","Alexandra Bender","BOS","D","15083513","2016-10-07","BUF","BOS",0,0,1,1,0,0.86,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1675","Alyssa Gagliardi","BOS","D","15083513","2016-10-07","BUF","BOS",0,0,0,0,0,-0.12,2,1,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,2016
"1676","Amanda Leveille","BUF","G","15083513","2016-10-07","BUF","BOS",0,0,0,0,0,1.54,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,11,0,2016
"1677","Amanda Pelkey","BOS","F","15083513","2016-10-07","BUF","BOS",1,1,0,2,2,1.97,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1678","Anne Schleper","BUF","D","15083513","2016-10-07","BUF","BOS",0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2016
"1679","Blake Bolden","BOS","D","15083513","2016-10-07","BUF","BOS",0,0,1,1,0,0.97,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1680","Brianna Decker","BOS","F","15083513","2016-10-07","BUF","BOS",0,1,0,1,1,-0.02,6,0,1,0,0,0,0,0,0,0,7,18,0,0,1,0,0,2016
"1681","Brianne McLaughlin","BUF","G","15083513","2016-10-07","BUF","BOS",0,0,0,0,0,-1.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,4,2016
"1682","Brittany Ott","BOS","G","15083513","2016-10-07","BUF","BOS",0,0,0,0,0,1.66,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,19,1,2016
"1683","Corinne Buie","BUF","F","15083513","2016-10-07","BUF","BOS",0,0,0,0,0,0.33,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"1684","Devon Skeats","BUF","F","15083513","2016-10-07","BUF","BOS",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2016
"1685","Emily Field","BOS","F","15083513","2016-10-07","BUF","BOS",0,1,1,2,1,1.39,1,2,1,0.67,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
